"name","website","telephone","fax","description"
"Navantia Fene Ferrol Shipyards Spain ","www.navantia.es","+34 913 358 400","+34 913 358 652","NAVANTIA REPARACIONES FERROL Estuary facilities are widely known for their ship overhaul and conversion capabilities, thanks to its great capacity for specialized work and excellent technical and human resources.Its overhaul and conversion activity offering includes the repair of LNG and LPG ships, offshore\nunits, chemical tankers and other specialized vessels.\nIts great capacity for renewal and steel and pipe manufacturing; high quality surface treatment (tank coating), electrical and hydraulic repairs, etc., as well as its repair workshop staffed with highly qualified workers make of Navantia’s Ferrol Estuary center one of the most important repair centers in Europe. \nCertified LNG repairs. Steam turbine & diesel engine maintenance. Availability of special appliances allowing blasting of hatch covers, treatment of holds and hull coating to be performed undercover. Formerly IZAR Carenas Ferrol-Fene.\nQuays:     240m, 550m, 700m, 300m, 400m;Workforce:     349Cranage:     16x400t, 33x100t, 5x80t, 4x60t, 1x50t, 3x25tServices:    new buildings, repairs, underwater, flying squadGraving Dry Dock[DWT]     L [m]     B [m]     H [m]230000    330    50    1425000    205    25    980000    255    38    920000    155    24    5.2    SlipwayLift [T]     L [m]     B [m]     H [m]65000    338    58    -100000    338    49    --    201    33    --    230    43    --    320    100    -"
"Sembcorp Marine Admiralty Yard ","www.sembmarine.com/index.php?page=sembcorp-marine-admiralty-...","+65 6261 0738","+65-67581025","An extensive, versatile facility recognised for its track record in areas such as LNG vessels, passenger ships, as well as offshore rigs and platforms.  Encompassing nearly 87 hectares, the facility has proven expertise in the sectors of tankers, bulk carriers as well as container and cargo vessels.\nFACILITY HIGHLIGHTS\n\n\nDOCKSIZECAPACITY\n\nPremier\n384.0m x 64.0m x 9.0m\n400,000 dwt\n\n\nPresident\n290.0m x 48.0m x 8.5m\n150,000 dwt\n\n\nKG VI\n303.0m x 39.6m x 13.6m\n100,000 dwt\n\n\nRepublic\n202.0m x 42.0m x 8.0m\n60,000 dwt\n\n\nKFD\n230.0m x 35m x 7.3m\n65,000 dwt\n\n\n \nTotal\n775,000 dwt\n\n\n"
"Sembcorp Marine Pandan Yard Singapore ","www.sembmarine.com/global-network/singapore-hub-and-supporti...","+65 6265 1766","+65 6261 0738","A facility located in the west of Singapore optimised for the construction of jack-up rigs, particularly the globally recognised Pacific Class jack-up drilling rigs.\nThe 14.2-hectare Sembcorp Marine Pandan Yard is able to accommodate the construction of seven proprietary design Pacific Class 400 jack-up rigs at various stages of construction at any one time. The location’s capacities are optimised to fabricate jack-up rigs with maximum efficiency and equipped with three specially configured launchways and customised facilities for the fabrication of jack-up leg sections.\n\n\nFACILITY HIGHLIGHTS\n\nWharf\n275.5m\n\n\nSea Frontage\n700m\n\n\nLaunchways\n3\n\n\nPainting/Blasting enclosures\n2 x (25m x 14m x 30m) 2 x (25m x 10m x 30m)\n\n\nCustom-built blasting and painting enclosures for leg sections\n4 x (15m triangular x 12m height)\n\n\nCrane Facilities\n13 (Crawler, Crawler Ringer, Platform ringer cranes ranging from 50-750 tonnes)\n\n\nWharf draft @ Zero tide\n5.5m\n\n\n"
"Jurong SML Pte Ltd Shipyard Singapore ","www.sembcorp.com","(65) 6265-0177","(65) 6265-8700","Jurong SML is a fully owned subsidiary specialising in the repair of small and medium-sized vessels, including afloat and anchorage repairs and the construction of mid-sized vessels.\nOperating from two locations that cover an area of 12 hectares, Jurong SML has two dry docks with a total docking/newbuilding capacity of 62,500 dwt at Shipyard Road, as well as a floating dock and three slipways at Tuas.\nCAPACITY Shipyard Road57 Shipyard Road Singapore 628142Graving Dock 1 125m x 17m x 4.8m  7,500 dwtGraving Dock 2 126m x 22m x 5.3m 10,000 dwt\nTuas43 Tuas Road Singapore 638498\nFloating Dock 2 116m x 23m 5,000 dwt (TLC)Slipway 1     140m 15,000 dwt Slipway 2     140m 15,000 dwtSlipway 3     120m 10,000 dwt"
"Navalrocha SA Shipyard Portugal ","www.navalrocha.pt","(+ 351) 213 915 900, (+ 351) 213 915 914 - Direct Mobile (+ 351) 935 823 163","(+ 351) 213 915 927","Navalrocha SA is strategically located in the heart of the Lisbon harbour, (north bank of the Tagus River) that has favourable climate all year around and that can still be able to charge competitively.An ideal location for vessels trading and passing through Atlantic, Mediterranean waters and West African coast. Naval Rocha is a modern Yard backed by decades of experience in maintenance and repair work on all type of vessels.\nCLEANING, PAINTING AND BLASTING TANK CLEANING INSULATION CARPENTRY ALUMMINUM WORKS ELECTRICAL, ELECTRONICS AND AUTOMATION REPAIRS PIPING, STEELWORK MECHANICAL AND MACHINING WORKS.\nFacilities1 Graving     104m     18m      2 Floating      60m      12m"
"DAKARNAVE SHIPYARD Dakar SENEGAL ","www.dakarnaveshipyard.com","+ 221 33 849 10 01","+ 221 33 823 83 99","DAKARVANE” is an affiliated company of “LISNAVE INTERNATIONAL, SA”, itself a member of the group of companies headed by “LISNAVE – Estaleiros Navais de Lisboa, Portugal, which as you know is the largest ship-repairing group in Europe, and one of the largest on the world.\n“DAKARNAVE” is managed by staff trained in Portugal, at its Parent Company, and is capable of executing any type of work within its capacities to the highest international quality standards.\nShip up to 60.000 TDW and 235 meters LOA can be entered in our shipyard for normal or special dry-dockings.\n\n\nFacilities\nTypeLengthWidth internalDraftLifting CapacityCrane\n\n\n\nFloating Dock\n235.0m\n38.0m\n6.5m\n28,000 tons\n40 tons + 20 tons\n\n\nGraving Dock\n195.2m\n34.6m*\n7.50m\n \n40 tons\n\n\nSyncrolift\n2 x 60.0m\n \n \n1,200 tons\n \n\n\n\nFully equipped repair berths totally 1,000 metres, 3 cranes up to 40 tons.\n* Graving dock has bottom width 25.0m, gate width 28.6m, upper wall width 34.6m"
"Fujian Huadong Shipyard China ","www.fjhdshipyard.com","86-591-26977327, 26977212, 26971299","0086-591-26971399","Fujian Huadong Shipyard lies to the north coast of Fujian Luoyuan Bay (northern latitude 26o 27，N，eastern longitude 119o 43，E ）which is the most ideal deep-water shelter port in mainland China.\nThe Shipyard covers an area of about 700,000sq.meters and has a deep-water shoreline of about 2,250m. 1st phase project of the Shipyard comprises:\nThree dry-docks whit a capacity of 400,000DWT (375m X 72m), 170,000DWT (295m X 50m) and 100,000DWT (245m X41.8m)  respectively,\nA slipway with a capacity of 50,000DWT ,repair pier of about 1,300m with 6 berths (a 310-meter-long berth will be built for the 2nd phase project), workshops and etc. of about 50,000sq . meters\nMore are expected to be constructed for the 2nd phase project totaling 50,500sq.meters in area) and supporting production facilities & Equipments."
"CL Marine Ltd (CLM) Caribbean Dockyard & Engineering Services Limited (CDESL) ","www.ttdockyard.com","1 868 634-4127/ 28 / 29 Mobile: 1 868 682-9923","1 868 634-4130 / 625 -1215","CL Marine Limited acquired Caribbean Dockyard & Engineering Services Limited (CDESL) and its group of Companies in July 2006.  \nCL Marine Limited is a Premier Port Facility ideally located on the Western Coast of Trinidad and Tobago in the Western Hemisphere. The Facility has been in existence for over 100 years and situated on 26 acres with excellent facilities including a floating dry dock.\nWe provide deep water berths a well equipped ship repair and new build with fabrication facilities complete with inside and outside fabrication areas.\nCL Marine Limited is a Premier Port Facility in the Western Hemisphere, providing full support services with the following:\nNatural deep water harbourDry Dock with Lifting Capacity of  23,000 MTLOA – 230 metres Beam between Walls – 39 metres16-ton Mobile Cranes on Port & Starboard sidesPier 5 – 182 metres (long) by 18.3 metres (wide) – for above water maintenancePier 4 – 122 metres (long) by 18.3 metres (wide) – for above water maintenance"
"Morska Stocznia Remontowa Gryfia S.A. Poland ","www.msrgryfia.pl/en/","+48 91 42 42 838","+48 91 42 42 733","Morska Stocznia Remontowa Gryfia S.A. belongs to a group of the best-known ship repair yards at home and abroad. Our experience, commitment and care of environment as well as a human factor are the things we give priority to at our plant. Every day we do all we can to help our Yard stay competitive and innovative. We undertake to perform difficult and complicated tasks. We are entirely dedicated to supplying all our customers with effective and modern solutions in terms of technology.  MSR Gryfia S.A. was created as a result of the merger of two West Pomeranian plants, which have operated as one company since September of 2013. The Yard is in possession of production plants, in Szczecin and Świnoujście, respectively. The beginnings of the activity of Szczecin-based Yard date back to early 1950’s. The plant in Świnoujście, which has operated since 1968, is equally experienced.  The Yard offers services in terms of repairs, rebuildings and new builds. We carry out damage repairs and class inspection of ships. For more than 15 years, it has also been a producer of “Offshore” steel structures.\n \n "
"Falkvarv AB  Sweden Shipyards ","www.falkvarv.se","+46 (0)346-141 50","+46 (0)346-819 85","Falkvarv AB, situated on the Swedish west coast between the strait of Öresund and Gothenburg, is a shipyard characterised by high technical expertise and solid long-term experience.\nFalkvarv is the competent and fast service specialist for North Sea tonnage. Practically all the necessary workshop resources are concentrated within the shipyard at Falkenberg.\nFalkvarv is the competent and fast service specialist for North Sea tonnage. Practically all the necessary workshop resources are concentrated within the shipyard at Falkenberg.We represent qualitative breadth, and are flexible which enables us to quickly obtain the necessary resources, for example, for extensive rebuilding work, and our administrative organisation is small and effective and able to take quick decisions.\nFloating dock One: Capacity: 120 x 19 meters Lifting capacity: 4 500 tonsFloating dock Two: Capacity: 155 x 24 meters Lifting capacity: 7 500 tons\nOur 300 m wharfage with a free depth of 7 m is equipped with a crane capable of lifting 36 tons. The Yard has fully equipped hull, piping, mechanical and electrical workshops.\nAll types of surface preparation and coating are possible. Backed up by a team of dedicated staff FALKVARV ensures that all work and service will meet the quality - requirements and deliverytimes from our customers."
"Shipyard Famagusta, Cyprus ","www.shipyardfamagusta.com","+90 392 366 2611, Mob +90 533 864 7373 , +90 533 831 2233","+90 392 366 4127","Shipyard Famagusta, Cyprus is an established company, providing repair, conversion and various engineering and shipyard services to a wide array of vessels registered in many different countries. The Company is committed to providing a reliable, high quality service to their customers, and much of the company’s business is repeat order.\n- Shipyard Famagusta Cyprus has a floating dock able to provide services to vessels of up to 140 meters x 23,5 meters, light ship up to 8.000 TON, and DWT up to 25.000 T.- The shipyard itself covers an area of 5,050 meters square.- It has three longitudinal platform slipways, and the capacity to service vessels weighing up to 3,000 DWT, and measuring 82 meters x 12 meters, with a 3.5 meter draft.- The shipyard has workshops with a covered area of approximately 850 meters square.\nThe Company carries out steel, mechanical and pipe work here.\nThe Company retains 80 experienced, well trained technicians and highly skilled workers on a full time basis, and is able to offer a wide variety of repair and maintenance services, including those listed below.\n- Surface cleaning by high pressure water jet- Surface cleaning by grit blasting- Surface protection and Antifouling (full coat and touch up)- Steel fabrication work, including the construction of hulls and general welding- Mechanical work, including engine and piston reconditioning- Carpentry- Rudder maintenance- Propeller shaft and bearing repairs- Anchor and chain measurement"
